,Match_Id,Team_Batting_Id,Striker_Id,Runs_Scored
479,336018,4,27,2
480,336018,4,29,40
481,336018,4,64,8
482,336018,4,67,17
483,336018,4,76,20
484,336018,4,78,0
485,336018,4,100,58
486,336018,4,134,0
487,336019,1,1,91
488,336019,1,4,57
489,336019,1,63,8
490,336019,1,103,4
491,336019,1,128,24
492,336019,1,129,9
493,336019,8,53,24
494,336019,8,54,71
495,336019,8,57,33
496,336019,8,58,5
497,336019,8,59,2
498,336019,8,60,9
499,336019,8,61,6
500,336019,8,97,5
501,336019,8,112,10
502,336020,5,31,8
503,336020,5,32,74
504,336020,5,33,1
505,336020,5,35,6
506,336020,5,36,5
507,336020,5,38,11
508,336020,5,74,24
509,336020,5,137,9
510,336020,5,138,4
511,336020,6,40,31
512,336020,6,41,17
513,336020,6,42,3
514,336020,6,88,13
515,336020,6,90,39
516,336020,6,91,0
517,336020,6,110,20
518,336020,6,135,18
519,336020,6,136,4
520,336021,2,6,29
521,336021,2,8,21
522,336021,2,10,10
523,336021,2,11,39
524,336021,2,14,5
525,336021,2,15,1
526,336021,2,81,1
527,336021,2,113,21
528,336021,2,124,0
529,336021,2,130,1
530,336021,4,25,27
531,336021,4,100,74
532,336021,4,139,34
533,336022,1,1,7
534,336022,1,4,31
535,336022,1,62,5
536,336022,1,63,10
537,336022,1,103,48
538,336022,1,128,13
539,336022,1,129,7
540,336022,1,140,1
541,336022,6,40,10
542,336022,6,41,0
543,336022,6,42,7
544,336022,6,87,9
545,336022,6,90,10
546,336022,6,91,3
547,336022,6,110,7
548,336022,6,116,0
549,336022,6,135,25
550,336022,6,136,31
551,336023,3,20,43
552,336023,3,21,1
553,336023,3,23,53
554,336023,3,107,26
555,336023,3,108,16
556,336023,3,109,5
557,336023,3,127,0
558,336023,7,44,114
559,336023,7,46,16
560,336023,7,133,12
561,336024,4,25,51
562,336024,4,27,49
563,336024,4,100,115
564,336024,4,139,1
565,336024,5,31,39
566,336024,5,32,22
567,336024,5,33,1
568,336024,5,36,23
569,336024,5,37,6
570,336024,5,69,24
571,336024,5,75,1
572,336024,5,138,57
573,336024,5,141,3
574,336025,6,40,79
575,336025,6,41,0
576,336025,6,42,68
577,336025,6,87,4
578,336025,6,90,19
579,336025,6,135,16
580,336025,8,53,14
581,336025,8,54,34
582,336025,8,57,35
583,336025,8,58,29
584,336025,8,61,1
585,336025,8,70,33
586,336025,8,97,22
587,336025,8,112,9
588,336025,8,131,0
589,336025,8,142,1
590,336025,8,143,1
591,336026,1,1,15
592,336026,1,4,2
593,336026,1,5,5
594,336026,1,62,1
595,336026,1,63,0
596,336026,1,82,15
597,336026,1,84,4
598,336026,1,103,13
599,336026,1,106,1
600,336026,1,128,1
601,336026,1,144,2
602,336026,7,44,48
603,336026,7,45,1
604,336026,7,46,9
605,336026,7,133,0
606,336027,4,25,4
607,336027,4,27,23
608,336027,4,64,36
609,336027,4,100,2
610,336027,4,139,25
611,336027,6,40,40
612,336027,6,41,51
613,336027,6,42,8
614,336027,6,86,1
615,336027,6,90,0
616,336027,6,135,8
617,336028,2,6,75
618,336028,2,8,3
619,336028,2,9,20
620,336028,2,10,10
621,336028,2,14,0
622,336028,2,15,1
623,336028,2,113,0
624,336028,2,123,9
625,336028,2,124,8
626,336028,2,130,0
627,336028,2,145,0
628,336028,5,32,46
629,336028,5,74,75
630,336028,5,101,50
631,336029,7,44,36
632,336029,7,45,8
633,336029,7,46,7
634,336029,7,47,9
635,336029,7,48,38
636,336029,7,71,30
637,336029,7,114,5
638,336029,7,115,1
639,336029,7,133,23
640,336029,8,53,13
641,336029,8,54,57
642,336029,8,57,6
643,336029,8,61,3
644,336029,8,70,0
645,336029,8,98,10
646,336029,8,111,17
647,336029,8,112,37
648,336029,8,146,2
649,336030,1,1,2
650,336030,1,4,0
651,336030,1,5,6
652,336030,1,62,15
653,336030,1,63,13
654,336030,1,95,27
655,336030,1,103,73
656,336030,3,17,19
657,336030,3,107,32
658,336031,2,6,9
659,336031,2,9,25
660,336031,2,10,1
661,336031,2,12,3
662,336031,2,14,2
663,336031,2,15,4
664,336031,2,93,2
665,336031,2,113,47
666,336031,2,132,52
667,336031,6,40,39
668,336031,6,41,47
669,336031,6,42,16
670,336031,6,88,6
671,336031,6,90,13
672,336031,6,110,21
673,336031,6,135,4
674,336032,1,1,32
675,336032,1,4,11
676,336032,1,5,4
677,336032,1,62,11
678,336032,1,63,15
679,336032,1,82,5
680,336032,1,84,2
681,336032,1,95,31
682,336032,1,103,24
683,336032,1,105,7
684,336032,5,31,48
685,336032,5,32,19
686,336032,5,33,34
687,336032,5,74,24
688,336032,5,101,5
689,336032,5,102,13
690,336033,4,25,0
691,336033,4,27,7
692,336033,4,29,9
693,336033,4,64,1
694,336033,4,100,81
695,336033,4,139,79
696,336033,7,44,20
697,336033,7,46,9
698,336033,7,47,5
699,336033,7,48,27
700,336033,7,49,0
701,336033,7,73,0
702,336033,7,133,65
703,336033,7,147,20
704,336033,7,148,15
705,336033,7,149,2
706,336033,7,150,2
707,336034,2,6,47
708,336034,2,8,10
709,336034,2,9,5
710,336034,2,11,17
711,336034,2,12,6
712,336034,2,14,21
713,336034,2,81,0
714,336034,2,113,4
715,336034,2,124,2
716,336034,2,132,10
717,336034,3,17,24
718,336034,3,20,4
719,336034,3,21,21
720,336034,3,23,1
721,336034,3,107,45
722,336034,3,108,0
723,336034,3,109,1
724,336034,3,120,4
725,336034,3,122,0
726,336034,3,151,0
727,336036,4,26,50
728,336036,4,27,17
729,336036,4,64,14
730,336036,4,67,16
731,336036,4,100,60
732,336036,4,139,13
733,336036,8,53,50
734,336036,8,54,2
735,336036,8,57,50
736,336036,8,58,1
737,336036,8,97,44
738,336036,8,111,23
739,336037,6,40,19
740,336037,6,41,18
741,336037,6,42,27
742,336037,6,87,36
743,336037,6,88,56
744,336037,6,90,20
745,336037,6,135,0
746,336037,7,44,66
747,336037,7,46,46
748,336037,7,47,0
749,336037,7,48,1
750,336037,7,49,16
751,336037,7,133,18
752,336037,7,147,17
753,336037,7,148,3
754,336038,3,17,54
755,336038,3,20,12
756,336038,3,21,45
757,336038,3,23,1
758,336038,3,107,7
759,336038,3,109,71
760,336038,3,120,2
761,336038,3,152,0
762,336038,5,30,3
763,336038,5,31,6
764,336038,5,33,10
765,336038,5,69,53
766,336038,5,74,91
767,336038,5,101,41
768,336039,2,6,26
769,336039,2,7,44
770,336039,2,8,38
771,336039,2,9,6
772,336039,2,11,16
773,336039,2,14,8
774,336039,2,93,10
775,336039,2,113,3
776,336039,8,53,10
777,336039,8,55,52
778,336039,8,57,57
779,336039,8,58,2
780,336039,8,59,17
781,336039,8,70,1
782,336039,8,97,5
783,336039,8,232,3
784,336040,1,1,86
785,336040,1,4,12
786,336040,1,62,13
787,336040,1,63,5
788,336040,1,84,0
789,336040,1,95,0
790,336040,1,103,24
791,336040,1,105,24
792,336040,1,128,2
793,336040,4,25,13
794,336040,4,26,64
795,336040,4,27,27
796,336040,4,29,7
797,336040,4,64,11
798,336040,4,67,0
799,336040,4,92,1
800,336040,4,100,40
801,336041,5,31,2
802,336041,5,32,18
803,336041,5,33,12
804,336041,5,35,23
805,336041,5,69,18
806,336041,5,101,17
807,336041,5,138,40
808,336041,7,44,38
809,336041,7,46,3
810,336041,7,48,25
811,336041,7,49,0
812,336041,7,96,3
813,336041,7,114,24
814,336041,7,115,1
815,336041,7,133,30
816,336041,7,147,8
817,336042,3,17,20
818,336042,3,20,37
819,336042,3,21,54
820,336042,3,107,14
821,336042,3,109,12
822,336042,8,53,5
823,336042,8,54,46
824,336042,8,58,20
825,336042,8,61,10
826,336042,8,70,1
827,336042,8,97,8
828,336042,8,112,40
829,336042,8,131,1
830,336042,8,232,0
831,336043,5,31,45
832,336043,5,32,52
833,336043,5,33,12
834,336043,5,35,7
835,336043,5,36,2
836,336043,5,38,0
837,336043,5,39,1
838,336043,5,74,25
839,336043,5,101,39
840,336043,5,102,5
841,336043,6,40,11
842,336043,6,41,3
843,336043,6,42,5
844,336043,6,87,0
845,336043,6,88,10
846,336043,6,90,6
847,336043,6,91,3
848,336043,6,117,3
849,336043,6,118,4
850,336043,6,135,33
851,336043,6,136,2
852,336044,3,17,51
853,336044,3,21,55
854,336044,3,108,6
855,336044,4,25,2
856,336044,4,26,3
857,336044,4,27,4
858,336044,4,29,3
859,336044,4,64,8
860,336044,4,67,12
861,336044,4,68,25
862,336044,4,77,0
863,336044,4,100,23
864,336044,4,153,28
865,336045,3,17,38
866,336045,3,20,29
867,336045,3,21,43
868,336045,3,23,6
869,336045,3,108,16
870,336045,3,109,16
871,336045,3,127,8
872,336045,5,31,56
873,336045,5,32,28
874,336045,5,33,12
875,336045,5,35,0
876,336045,5,38,9
877,336045,5,69,6
878,336045,5,101,28
879,336045,5,102,9
880,336045,5,138,2
881,392186,3,17,0
882,392186,3,18,44
883,392186,3,20,36
884,392186,3,21,8
885,392186,3,22,8
886,392186,3,23,0
887,392186,3,119,16
888,392186,3,155,24
889,392186,3,156,1
890,392186,7,15,2
891,392186,7,42,22
892,392186,7,44,26
893,392186,7,48,35
894,392186,7,50,4
895,392186,7,71,5
896,392186,7,133,59
897,392186,7,154,9
898,392187,2,6,66
899,392187,2,8,3
900,392187,2,12,9
901,392187,2,14,8
902,392187,2,46,3
903,392187,2,52,0
904,392187,2,81,8
905,392187,2,157,0
906,392187,2,158,32
907,392187,5,31,11
908,392187,5,35,11
909,392187,5,36,4
910,392187,5,38,3
911,392187,5,74,2
912,392187,5,101,0
913,392187,5,126,0
914,392187,5,137,0
915,392187,5,138,4
916,392187,5,159,11
917,392187,5,160,3
918,392188,4,24,38
919,392188,4,26,8
920,392188,4,27,16
921,392188,4,29,6
922,392188,4,64,6
923,392188,4,161,22
924,392188,6,40,15
925,392188,6,41,38
926,392189,1,1,1
927,392189,1,2,1
928,392189,1,63,8
929,392189,1,82,7
930,392189,1,83,10
931,392189,1,84,9
932,392189,1,104,31
933,392189,1,106,2
934,392189,1,128,11
935,392189,1,162,10
936,392189,1,163,6
937,392189,8,53,13
938,392189,8,55,10
939,392189,8,57,36
940,392189,8,97,43
941,392190,2,6,20
942,392190,2,8,11
943,392190,2,9,24
944,392190,2,14,0
945,392190,2,46,20
946,392190,2,52,1
947,392190,2,81,5
948,392190,2,94,0
949,392190,2,124,1
950,392190,2,158,0
951,392190,2,164,0
952,392190,3,17,30
953,392190,3,18,65
954,392190,3,20,16
955,392190,3,21,28
956,392190,3,109,5
957,392190,3,155,22
958,392191,1,2,21
959,392191,1,104,10
960,392191,1,162,44
961,392191,4,24,0
962,392191,4,26,26
963,392191,4,27,38
964,392191,4,29,32
965,392191,4,30,1
966,392191,4,64,31
967,392191,4,67,3
968,392191,4,161,15
969,392193,2,6,48
970,392193,2,8,50
971,392193,2,9,15
972,392193,2,14,14
973,392193,2,46,12
974,392193,2,124,1
975,392193,2,157,0
976,392193,2,158,11
977,392193,2,164,1
978,392193,2,166,1
979,392193,8,53,71
980,392193,8,54,9
981,392193,8,55,5
982,392193,8,57,52
983,392193,8,58,14
984,392193,8,97,13
985,392193,8,112,8
986,392193,8,165,3
987,392194,3,17,16
988,392194,3,18,57
989,392194,3,20,5
990,392194,3,21,41
991,392194,3,23,7
992,392194,3,109,13
993,392194,3,119,4
994,392194,3,120,6
995,392194,3,121,0
996,392194,3,155,16
997,392194,6,40,0
998,392194,6,41,6
999,392194,6,87,9
1000,392194,6,88,18
1001,392194,6,110,105
1002,392194,6,135,50
1003,392195,1,1,46
1004,392195,1,2,4
1005,392195,1,59,2
1006,392195,1,63,13
1007,392195,1,82,1
1008,392195,1,84,1
1009,392195,1,104,5
1010,392195,1,162,54
1011,392195,1,170,20
1012,392195,5,31,60
1013,392195,5,35,22
1014,392195,5,38,2
1015,392195,5,74,15
1016,392195,5,137,27
1017,392195,5,167,5
1018,392195,5,168,6
1019,392195,5,169,21
1020,392196,2,6,10
1021,392196,2,8,2
1022,392196,2,9,62
1023,392196,2,14,13
1024,392196,2,46,0
1025,392196,2,52,35
1026,392196,2,75,0
1027,392196,2,81,1
1028,392196,2,124,5
1029,392196,2,157,32
1030,392196,2,158,0
1031,392196,4,24,19
1032,392196,4,26,26
1033,392196,4,27,30
1034,392196,4,64,1
1035,392196,4,161,84
1036,392197,7,15,4
1037,392197,7,42,3
1038,392197,7,44,1
1039,392197,7,47,1
1040,392197,7,48,10
1041,392197,7,50,20
1042,392197,7,71,21
1043,392197,7,133,36
1044,392197,7,154,47
1045,392197,8,53,35
1046,392197,8,54,9
1047,392197,8,55,0
1048,392197,8,57,3
1049,392197,8,61,4
1050,392197,8,97,58
1051,392197,8,112,9
1052,392197,8,131,0
1053,392197,8,147,35
1054,392197,8,165,1
1055,392199,2,8,22
1056,392199,2,9,0
1057,392199,2,11,36
1058,392199,2,12,8
1059,392199,2,46,3
1060,392199,2,52,31
1061,392199,2,75,1
1062,392199,2,158,37
1063,392199,6,40,16
1064,392199,6,41,7
1065,392199,6,88,12
1066,392199,6,110,21
1067,392199,6,135,67
1068,392199,6,171,23
1069,392200,4,26,60
1070,392200,4,27,2
1071,392200,4,29,39
1072,392200,4,64,7
1073,392200,4,67,6
1074,392200,4,68,1
1075,392200,4,161,11
1076,392200,5,31,10
1077,392200,5,35,37
1078,392200,5,36,4
1079,392200,5,38,34
1080,392200,5,74,2
1081,392200,5,101,3
1082,392200,5,137,4
1083,392200,5,168,7
1084,392200,5,169,1
1085,392201,3,17,0
1086,392201,3,18,49
1087,392201,3,20,22
1088,392201,3,21,25
1089,392201,3,22,41
1090,392201,3,23,8
1091,392201,3,109,13
1092,392201,8,53,44
1093,392201,8,55,4
1094,392201,8,57,18
1095,392201,8,97,69
1096,392201,8,147,12
1097,392201,8,172,12
1098,392202,7,1,34
1099,392202,7,2,1
1100,392202,7,42,12
1101,392202,7,44,52
1102,392202,7,48,3
1103,392202,7,50,18
1104,392202,7,63,6
1105,392202,7,71,3
1106,392202,7,79,4
1107,392202,7,84,6
1108,392202,7,104,24
1109,392202,7,106,0
1110,392202,7,133,68
1111,392202,7,154,18
1112,392202,7,162,12
1113,392202,7,170,8
1114,392202,7,173,0
1115,392202,7,174,0
1116,392203,5,31,62
1117,392203,5,35,16
1118,392203,5,38,0
1119,392203,5,74,44
1120,392203,5,101,11
1121,392203,5,167,1
1122,392203,5,168,4
1123,392203,6,40,8
1124,392203,6,41,16
1125,392203,6,88,4
1126,392203,6,110,50
1127,392203,6,116,1
1128,392203,6,135,7
1129,392203,6,136,0
1130,392203,6,171,23
1131,392203,6,175,29
1132,392204,1,1,1
1133,392204,1,2,0
1134,392204,1,62,21
1135,392204,1,63,2
1136,392204,1,82,6
1137,392204,1,104,17
1138,392204,1,162,40
1139,392204,1,176,43
1140,392204,2,8,19
1141,392204,2,9,23
1142,392204,2,11,25
1143,392204,2,96,2
1144,392204,2,132,43
1145,392204,2,158,13
1146,392204,2,177,9
1147,392205,4,24,12
1148,392205,4,26,45
1149,392205,4,27,10
1150,392205,4,29,7
1151,392205,4,64,7
1152,392205,4,67,0
1153,392205,4,68,5
1154,392205,4,153,10
1155,392205,4,161,6
1156,392205,7,42,3
1157,392205,7,44,0
1158,392205,7,48,15
1159,392205,7,50,6
1160,392205,7,71,15
1161,392205,7,79,6
1162,392205,7,133,1
1163,392205,7,154,59
1164,392206,6,40,17
1165,392206,6,41,20
1166,392206,6,88,41
1167,392206,6,110,5
1168,392206,6,135,52
1169,392206,6,171,3
1170,392206,8,53,8
1171,392206,8,54,16
1172,392206,8,57,17
1173,392206,8,61,2
1174,392206,8,97,0
1175,392206,8,131,1
1176,392206,8,147,48
1177,392206,8,172,22
1178,392206,8,178,23
1179,392206,8,179,0
1180,392207,3,17,3
1181,392207,3,18,1
1182,392207,3,20,22
1183,392207,3,21,98
1184,392207,3,22,2
1185,392207,3,23,29
1186,392207,3,31,20
1187,392207,3,35,37
1188,392207,3,36,8
1189,392207,3,38,3
1190,392207,3,39,2
1191,392207,3,74,2
1192,392207,3,101,10
1193,392207,3,109,4
1194,392207,3,126,0
1195,392207,3,137,8
1196,392207,3,168,28
1197,392208,1,1,0
1198,392208,1,2,5
1199,392208,1,62,8
1200,392208,1,63,6
1201,392208,1,104,73
1202,392208,1,162,7
1203,392208,1,176,32
1204,392208,7,15,2
1205,392208,7,44,6
1206,392208,7,48,10
1207,392208,7,50,6
1208,392208,7,85,10
1209,392208,7,133,34
1210,392208,7,154,52
1211,392208,7,180,15
1212,392209,2,8,16
1213,392209,2,9,27
1214,392209,2,11,2
1215,392209,2,14,9
1216,392209,2,46,19
1217,392209,2,124,1
1218,392209,2,132,10
1219,392209,2,157,2
1220,392209,2,164,18
1221,392209,2,177,35
1222,392209,2,181,0
1223,392209,4,24,20
1224,392209,4,26,17
1225,392209,4,27,50
1226,392209,4,28,3
1227,392209,4,29,12
1228,392209,4,64,19
1229,392209,4,67,3
1230,392209,4,92,0
1231,392210,5,31,24
1232,392210,5,35,12
1233,392210,5,38,21
1234,392210,5,74,0
1235,392210,5,101,0
1236,392210,5,169,36
1237,392210,5,182,39
1238,392210,5,183,0
