,Match_Id,Team_Batting_Id,Striker_Id,Runs_Scored
1239,392210,5,184,3
1240,392210,8,53,39
1241,392210,8,57,38
1242,392210,8,97,8
1243,392210,8,147,7
1244,392210,8,172,1
1245,392210,8,178,41
1246,392211,3,18,30
1247,392211,3,20,6
1248,392211,3,21,32
1249,392211,3,22,3
1250,392211,3,23,45
1251,392211,3,109,6
1252,392211,3,121,3
1253,392211,3,151,2
1254,392211,3,185,14
1255,392211,3,186,13
1256,392211,6,40,13
1257,392211,6,88,52
1258,392211,6,89,2
1259,392211,6,110,0
1260,392211,6,116,0
1261,392211,6,135,13
1262,392211,6,136,11
1263,392211,6,171,0
1264,392211,6,187,51
1265,392212,1,1,22
1266,392212,1,2,19
1267,392212,1,104,70
1268,392212,1,162,17
1269,392212,1,176,18
1270,392212,4,26,0
1271,392212,4,27,14
1272,392212,4,28,34
1273,392212,4,29,19
1274,392212,4,64,52
1275,392212,4,65,25
1276,392213,2,7,7
1277,392213,2,9,69
1278,392213,2,46,66
1279,392213,7,44,52
1280,392213,7,48,29
1281,392213,7,71,50
1282,392213,7,85,0
1283,392213,7,133,11
1284,392213,7,154,1
1285,392214,3,18,43
1286,392214,3,20,58
1287,392214,3,21,32
1288,392214,3,109,4
1289,392214,3,185,31
1290,392214,8,53,0
1291,392214,8,54,2
1292,392214,8,55,0
1293,392214,8,57,21
1294,392214,8,61,2
1295,392214,8,97,0
1296,392214,8,131,0
1297,392214,8,147,49
1298,392214,8,178,17
1299,392214,8,179,1
1300,392214,8,188,1
1301,392215,4,24,1
1302,392215,4,26,11
1303,392215,4,27,48
1304,392215,4,28,10
1305,392215,4,29,19
1306,392215,4,64,9
1307,392215,4,65,0
1308,392215,4,67,6
1309,392215,4,77,4
1310,392215,4,153,6
1311,392215,5,31,12
1312,392215,5,35,33
1313,392215,5,74,77
1314,392215,5,169,1
1315,392215,5,182,16
1316,392215,5,183,68
1317,392216,1,2,35
1318,392216,1,62,1
1319,392216,1,104,10
1320,392216,1,163,30
1321,392216,1,176,74
1322,392216,6,40,71
1323,392216,6,135,42
1324,392216,6,187,36
1325,392217,7,44,5
1326,392217,7,47,29
1327,392217,7,48,1
1328,392217,7,50,0
1329,392217,7,71,13
1330,392217,7,79,3
1331,392217,7,80,7
1332,392217,7,115,11
1333,392217,7,133,2
1334,392217,7,154,52
1335,392217,8,53,25
1336,392217,8,54,28
1337,392217,8,57,38
1338,392217,8,97,0
1339,392217,8,112,4
1340,392217,8,147,16
1341,392217,8,178,20
1342,392217,8,188,5
1343,392218,2,6,0
1344,392218,2,7,8
1345,392218,2,8,15
1346,392218,2,9,10
1347,392218,2,11,6
1348,392218,2,14,7
1349,392218,2,46,17
1350,392218,2,81,12
1351,392218,2,177,15
1352,392218,2,189,10
1353,392218,5,31,22
1354,392218,5,35,1
1355,392218,5,74,20
1356,392218,5,182,9
1357,392218,5,183,52
1358,392219,3,18,89
1359,392219,3,20,56
1360,392219,3,21,32
1361,392219,3,23,0
1362,392219,3,109,2
1363,392219,4,24,14
1364,392219,4,27,58
1365,392219,4,28,50
1366,392219,4,64,44
1367,392219,4,65,2
1368,392220,6,40,19
1369,392220,6,88,5
1370,392220,6,110,50
1371,392220,6,135,17
1372,392220,6,187,21
1373,392220,7,43,0
1374,392220,7,47,11
1375,392220,7,48,18
1376,392220,7,50,10
1377,392220,7,71,35
1378,392220,7,80,1
1379,392220,7,85,12
1380,392220,7,115,1
1381,392220,7,133,15
1382,392220,7,154,0
1383,392221,4,26,25
1384,392221,4,27,18
1385,392221,4,28,9
1386,392221,4,29,10
1387,392221,4,64,43
1388,392221,4,65,30
1389,392221,4,66,14
1390,392221,4,67,8
1391,392221,4,68,3
1392,392221,8,53,20
1393,392221,8,54,32
1394,392221,8,56,60
1395,392221,8,57,9
1396,392221,8,97,13
1397,392221,8,178,27
1398,392222,3,18,48
1399,392222,3,21,13
1400,392222,3,22,1
1401,392222,3,23,59
1402,392222,3,185,10
1403,392222,5,31,7
1404,392222,5,35,27
1405,392222,5,38,21
1406,392222,5,74,30
1407,392222,5,101,26
1408,392222,5,169,7
1409,392222,5,182,9
1410,392222,5,183,0
1411,392222,5,184,6
1412,392223,2,6,10
1413,392223,2,8,20
1414,392223,2,9,12
1415,392223,2,11,48
1416,392223,2,46,4
1417,392223,2,52,16
1418,392223,2,81,7
1419,392223,2,124,7
1420,392223,2,177,3
1421,392223,7,44,29
1422,392223,7,85,62
1423,392223,7,133,0
1424,392223,7,154,59
1425,392224,1,1,44
1426,392224,1,2,6
1427,392224,1,62,0
1428,392224,1,82,39
1429,392224,1,83,11
1430,392224,1,104,0
1431,392224,1,163,2
1432,392224,1,170,13
1433,392224,1,176,0
1434,392224,6,40,18
1435,392224,6,88,17
1436,392224,6,110,40
1437,392224,6,135,1
1438,392224,6,187,36
1439,392225,5,31,6
1440,392225,5,35,19
1441,392225,5,38,0
1442,392225,5,39,1
1443,392225,5,74,1
1444,392225,5,101,44
1445,392225,5,126,5
1446,392225,5,169,1
1447,392225,5,182,8
1448,392225,5,183,16
1449,392225,5,190,8
1450,392225,8,53,10
1451,392225,8,54,12
1452,392225,8,56,30
1453,392225,8,57,9
1454,392225,8,60,20
1455,392225,8,112,7
1456,392225,8,147,47
1457,392225,8,178,29
1458,392226,1,1,4
1459,392226,1,2,84
1460,392226,1,4,43
1461,392226,1,62,10
1462,392226,1,173,7
1463,392226,1,191,16
1464,392226,2,6,12
1465,392226,2,9,32
1466,392226,2,11,13
1467,392226,2,46,7
1468,392226,2,52,81
1469,392226,2,157,22
1470,392227,4,24,20
1471,392227,4,26,8
1472,392227,4,27,12
1473,392227,4,28,0
1474,392227,4,29,0
1475,392227,4,65,43
1476,392227,4,66,8
1477,392227,4,68,4
1478,392227,4,77,1
1479,392227,4,139,5
1480,392227,7,44,4
1481,392227,7,71,70
1482,392227,7,85,1
1483,392227,7,133,41
1484,392228,6,40,19
1485,392228,6,41,11
1486,392228,6,88,44
1487,392228,6,89,0
1488,392228,6,110,44
1489,392228,6,135,37
1490,392228,6,136,2
1491,392228,6,187,4
1492,392228,8,53,64
1493,392228,8,54,1
1494,392228,8,56,41
1495,392228,8,57,6
1496,392228,8,60,10
1497,392228,8,61,0
1498,392228,8,112,27
1499,392228,8,131,0
1500,392228,8,147,1
1501,392228,8,178,3
1502,392228,8,179,0
1503,392229,2,6,8
1504,392229,2,8,38
1505,392229,2,9,0
1506,392229,2,11,5
1507,392229,2,12,0
1508,392229,2,14,12
1509,392229,2,46,6
1510,392229,2,52,46
1511,392229,2,81,6
1512,392229,2,177,3
1513,392229,3,18,60
1514,392229,3,20,18
1515,392229,3,21,13
1516,392229,3,22,7
1517,392229,3,23,2
1518,392229,3,109,9
1519,392229,3,121,4
1520,392229,3,151,0
1521,392229,3,185,5
1522,392229,3,186,7
1523,392230,5,31,17
1524,392230,5,35,42
1525,392230,5,74,19
1526,392230,5,148,6
1527,392230,5,168,51
1528,392230,5,183,1
1529,392230,5,192,2
1530,392230,7,44,16
1531,392230,7,48,35
1532,392230,7,50,7
1533,392230,7,71,1
1534,392230,7,80,1
1535,392230,7,85,3
1536,392230,7,114,18
1537,392230,7,133,40
1538,392230,7,154,4
1539,392230,7,193,0
1540,392230,7,194,0
1541,392231,4,26,43
1542,392231,4,27,18
1543,392231,4,28,16
1544,392231,4,29,21
1545,392231,4,65,3
1546,392231,4,139,9
1547,392231,6,40,8
1548,392231,6,41,9
1549,392231,6,73,1
1550,392231,6,88,32
1551,392231,6,89,0
1552,392231,6,90,3
1553,392231,6,110,11
1554,392231,6,116,5
1555,392231,6,135,10
1556,392231,6,171,26
1557,392231,6,175,1
1558,392232,3,17,0
1559,392232,3,18,60
1560,392232,3,20,23
1561,392232,3,21,20
1562,392232,3,23,22
1563,392232,7,44,30
1564,392232,7,48,33
1565,392232,7,50,1
1566,392232,7,71,5
1567,392232,7,133,11
1568,392232,7,154,62
1569,392233,1,1,33
1570,392233,1,2,20
1571,392233,1,4,43
1572,392233,1,62,7
1573,392233,1,104,48
1574,392233,1,195,2
1575,392233,8,53,43
1576,392233,8,54,7
1577,392233,8,56,18
1578,392233,8,57,32
1579,392233,8,97,28
1580,392233,8,178,31
1581,392234,4,26,56
1582,392234,4,27,20
1583,392234,4,28,11
1584,392234,4,29,17
1585,392234,4,65,9
1586,392234,4,66,0
1587,392234,4,67,1
1588,392234,4,68,12
1589,392234,4,139,1
1590,392234,8,53,23
1591,392234,8,54,0
1592,392234,8,56,25
1593,392234,8,57,42
1594,392234,8,61,0
1595,392234,8,97,26
1596,392234,8,112,10
1597,392234,8,178,0
1598,392234,8,188,2
1599,392235,5,31,1
1600,392235,5,35,24
1601,392235,5,38,6
1602,392235,5,39,6
1603,392235,5,74,0
1604,392235,5,126,23
1605,392235,5,168,6
1606,392235,5,169,11
1607,392235,5,183,9
1608,392235,5,192,37
1609,392235,5,196,0
1610,392235,6,40,8
1611,392235,6,41,2
1612,392235,6,88,23
1613,392235,6,110,79
1614,392235,6,135,33
1615,392236,1,1,4
1616,392236,1,2,81
1617,392236,1,4,3
1618,392236,1,62,25
1619,392236,1,104,71
1620,392236,3,17,25
1621,392236,3,20,40
1622,392236,3,21,52
1623,392236,3,109,21
1624,392236,3,197,30
1625,392237,2,6,38
1626,392237,2,9,58
1627,392237,2,11,10
1628,392237,2,46,1
1629,392237,2,52,25
1630,392237,6,40,27
1631,392237,6,41,0
1632,392237,6,88,31
1633,392237,6,90,18
1634,392237,6,110,28
1635,392237,6,171,0
1636,392237,6,175,4
1637,392237,6,198,3
1638,392237,6,199,20
1639,392238,1,1,0
1640,392238,1,2,9
1641,392238,1,4,9
1642,392238,1,63,48
1643,392238,1,82,13
1644,392238,1,104,6
1645,392238,1,170,6
1646,392238,1,200,6
1647,392238,5,31,9
1648,392238,5,35,14
1649,392238,5,38,18
1650,392238,5,101,4
1651,392238,5,126,5
1652,392238,5,138,14
1653,392238,5,159,0
1654,392238,5,168,1
1655,392238,5,183,22
1656,392238,5,192,8
1657,392238,5,196,1
1658,392239,3,17,32
1659,392239,3,20,2
1660,392239,3,21,20
1661,392239,3,22,17
1662,392239,3,23,4
1663,392239,3,120,7
1664,392239,3,121,1
1665,392239,3,151,2
1666,392239,3,156,1
1667,392239,3,197,15
1668,392239,3,201,8
1669,392239,4,26,7
1670,392239,4,27,6
1671,392239,4,28,8
1672,392239,4,29,14
1673,392239,4,65,3
1674,392239,4,66,6
1675,392239,4,67,4
1676,392239,4,68,5
1677,392239,4,139,26
1678,392239,4,153,7
1679,392240,6,40,47
1680,392240,6,41,50
1681,392240,6,88,0
1682,392240,6,89,2
1683,392240,6,110,6
1684,392240,6,135,24
1685,392240,6,136,13
1686,392240,6,187,15
1687,392240,7,44,0
1688,392240,7,47,12
1689,392240,7,48,4
1690,392240,7,50,12
1691,392240,7,85,56
1692,392240,7,133,46
1693,392240,7,154,9
1694,392240,7,202,2
1695,392241,2,6,6
1696,392241,2,8,19
1697,392241,2,9,5
1698,392241,2,52,1
1699,392241,2,96,114
1700,392241,2,177,23
1701,392241,8,53,15
1702,392241,8,54,8
1703,392241,8,56,18
1704,392241,8,57,12
1705,392241,8,97,60
1706,392241,8,172,16
1707,392241,8,178,12
1708,392241,8,188,4
1709,392242,6,40,0
1710,392242,6,41,39
1711,392242,6,88,9
1712,392242,6,89,4
1713,392242,6,110,26
1714,392242,6,116,0
1715,392242,6,135,65
1716,392242,6,136,0
1717,392242,6,187,0
1718,392242,8,53,85
1719,392242,8,56,24
1720,392242,8,57,5
1721,392242,8,97,0
1722,392242,8,172,10
1723,392242,8,178,24
1724,392243,2,6,44
1725,392243,2,8,24
1726,392243,2,9,9
1727,392243,2,52,17
1728,392243,2,96,48
1729,392243,2,177,2
1730,392243,3,17,36
1731,392243,3,18,26
1732,392243,3,20,28
1733,392243,3,21,20
1734,392243,3,22,9
1735,392243,3,23,1
1736,392243,3,109,20
1737,392244,2,6,9
1738,392244,2,8,7
1739,392244,2,9,15
1740,392244,2,11,5
1741,392244,2,14,2
1742,392244,2,46,17
1743,392244,2,52,27
1744,392244,2,81,8
1745,392244,2,96,4
1746,392244,2,124,1
1747,392244,2,177,32
1748,392244,8,53,0
1749,392244,8,54,0
1750,392244,8,56,33
1751,392244,8,57,24
1752,392244,8,97,53
1753,392244,8,172,6
1754,392244,8,178,10
1755,392244,8,188,9
1756,419111,1,1,0
1757,419111,1,87,0
1758,419111,1,104,13
1759,419111,1,191,65
1760,419111,1,203,10
1761,419111,1,204,58
1762,419111,8,53,54
1763,419111,8,55,22
1764,419111,8,56,5
1765,419111,8,57,13
1766,419111,8,60,0
1767,419111,8,97,19
1768,419111,8,178,7
1769,419111,8,205,14
1770,419111,8,206,4
1771,419112,5,31,100
1772,419112,5,38,1
1773,419112,5,74,26
1774,419112,5,137,9
1775,419112,5,183,12
1776,419112,5,211,14
1777,419112,5,212,41
1778,419112,5,213,0
1779,419112,7,44,23
1780,419112,7,50,8
1781,419112,7,79,53
1782,419112,7,133,17
1783,419112,7,207,23
1784,419112,7,208,55
1785,419112,7,209,6
1786,419112,7,210,11
1787,419113,4,26,17
1788,419113,4,27,4
1789,419113,4,29,21
1790,419113,4,33,6
1791,419113,4,64,0
1792,419113,4,67,5
1793,419113,4,77,15
1794,419113,4,153,3
1795,419113,4,161,56
1796,419113,4,214,2
1797,419113,4,215,0
1798,419113,6,40,72
1799,419113,6,41,8
1800,419113,6,88,20
1801,419113,6,90,1
1802,419113,6,110,7
1803,419113,6,135,0
1804,419113,6,171,31
1805,419114,1,1,23
1806,419114,1,87,50
1807,419114,1,104,50
1808,419114,1,203,5
1809,419114,1,204,2
1810,419114,2,6,21
1811,419114,2,8,2
1812,419114,2,9,65
1813,419114,2,14,3
1814,419114,2,46,20
1815,419114,2,96,0
1816,419114,2,132,8
1817,419114,2,177,1
1818,419114,2,216,10
1819,419115,3,18,17
1820,419115,3,20,42
1821,419115,3,21,6
1822,419115,3,23,5
1823,419115,3,109,42
1824,419115,3,121,1
1825,419115,3,151,15
1826,419115,3,185,3
1827,419115,3,201,0
1828,419115,3,217,22
1829,419115,3,218,3
1830,419115,8,53,38
1831,419115,8,55,12
1832,419115,8,56,50
1833,419115,8,57,19
1834,419115,8,97,45
1835,419115,8,178,10
1836,419116,5,31,0
1837,419116,5,74,18
1838,419116,5,101,5
1839,419116,5,137,3
1840,419116,5,183,24
1841,419116,5,211,53
1842,419116,5,212,29
1843,419116,5,213,4
1844,419116,6,40,9
1845,419116,6,41,75
1846,419116,6,88,23
1847,419116,6,110,15
1848,419116,6,135,0
1849,419116,6,171,11
1850,419117,2,8,16
1851,419117,2,9,89
1852,419117,2,46,51
1853,419117,2,96,38
1854,419117,4,27,9
1855,419117,4,29,3
1856,419117,4,64,26
1857,419117,4,161,77
1858,419117,4,214,75
1859,419118,1,1,11
1860,419118,1,62,22
1861,419118,1,63,19
1862,419118,1,83,21
1863,419118,1,84,6
1864,419118,1,87,8
1865,419118,1,104,0
1866,419118,1,191,6
1867,419118,1,204,5
1868,419118,1,219,2
1869,419118,1,220,1
1870,419118,3,18,1
1871,419118,3,20,66
1872,419118,3,21,18
1873,419118,3,23,43
1874,419118,3,185,33
1875,419119,7,41,26
1876,419119,7,44,7
1877,419119,7,71,9
1878,419119,7,79,61
1879,419119,7,88,16
1880,419119,7,90,28
1881,419119,7,110,11
1882,419119,7,116,4
1883,419119,7,133,63
1884,419119,7,135,17
1885,419119,7,136,3
1886,419119,7,171,1
1887,419119,7,207,17
1888,419119,7,208,34
1889,419119,7,221,10
1890,419119,7,222,0
1891,419119,7,223,3
1892,419120,2,9,44
1893,419120,2,96,42
1894,419120,5,31,26
1895,419120,5,38,4
1896,419120,5,39,0
1897,419120,5,126,0
1898,419120,5,183,16
1899,419120,5,190,2
1900,419120,5,211,5
1901,419120,5,212,3
1902,419120,5,224,10
1903,419120,5,225,19
1904,419120,5,226,0
1905,419121,3,17,6
1906,419121,3,18,93
1907,419121,3,21,49
1908,419121,3,23,14
1909,419121,3,109,0
1910,419121,3,185,14
1911,419121,3,217,4
1912,419121,6,41,74
1913,419121,6,88,19
1914,419121,6,89,21
1915,419121,6,110,2
1916,419121,6,135,15
1917,419121,6,136,6
1918,419121,6,171,32
1919,419121,6,187,6
1920,419122,4,26,0
1921,419122,4,27,4
1922,419122,4,29,60
1923,419122,4,64,14
1924,419122,4,67,9
1925,419122,4,77,12
1926,419122,4,161,38
1927,419122,4,214,0
1928,419122,4,227,7
1929,419122,4,228,8
1930,419122,8,53,33
1931,419122,8,55,10
1932,419122,8,56,53
1933,419122,8,57,1
1934,419122,8,60,16
1935,419122,8,61,4
1936,419122,8,97,23
1937,419122,8,178,26
1938,419122,8,205,0
1939,419122,8,206,3
1940,419123,1,1,33
1941,419123,1,62,1
1942,419123,1,87,11
1943,419123,1,104,36
1944,419123,1,203,29
1945,419123,1,204,19
1946,419123,5,31,15
1947,419123,5,38,1
1948,419123,5,126,4
1949,419123,5,183,27
1950,419123,5,211,45
1951,419123,5,212,0
1952,419123,5,224,0
1953,419123,5,229,31
1954,419123,5,230,37
1955,419124,2,8,17
1956,419124,2,9,66
1957,419124,2,46,23
1958,419124,2,96,40
1959,419124,2,216,7
1960,419124,7,15,23
1961,419124,7,44,2
1962,419124,7,50,4
1963,419124,7,71,1
1964,419124,7,79,25
1965,419124,7,133,25
1966,419124,7,207,9
1967,419124,7,208,3
1968,419124,7,209,24
1969,419124,7,221,21
1970,419125,6,41,3
1971,419125,6,88,46
1972,419125,6,110,27
1973,419125,6,136,0
1974,419125,6,163,11
1975,419125,6,171,8
1976,419125,6,187,57
1977,419125,6,199,1
1978,419125,6,222,0
1979,419125,6,223,1
1980,419125,6,232,3
1981,419125,8,53,24
1982,419125,8,54,1
1983,419125,8,56,35
1984,419125,8,57,45
1985,419125,8,60,3
1986,419125,8,97,31
1987,419125,8,178,29
1988,419125,8,231,1
1989,419126,3,17,57
1990,419126,3,18,33
1991,419126,3,21,23
1992,419126,3,23,2
1993,419126,3,109,13
1994,419126,3,120,2
1995,419126,3,185,0
1996,419126,3,201,2
1997,419126,4,26,15
1998,419126,4,27,47
1999,419126,4,29,39
2000,419126,4,33,14
2001,419126,4,64,9
2002,419126,4,67,8
2003,419126,4,153,2
2004,419126,4,161,1
2005,419126,4,214,7
2006,419126,4,233,0
2007,419127,1,1,31
2008,419127,1,162,75
2009,419127,1,191,3
2010,419127,1,204,31
2011,419127,7,42,23
2012,419127,7,79,30
2013,419127,7,133,71
2014,419127,7,209,21
2015,419127,7,221,7
2016,419128,2,6,14
2017,419128,2,8,24
2018,419128,2,9,19
2019,419128,2,11,11
2020,419128,2,46,68
2021,419128,2,96,20
2022,419128,2,216,1
2023,419128,3,17,1
2024,419128,3,18,32
2025,419128,3,21,9
2026,419128,3,23,31
2027,419128,3,109,19
2028,419128,3,151,0
2029,419128,3,185,3
2030,419128,3,197,18
2031,419128,3,201,11
2032,419129,4,26,29
2033,419129,4,27,15
2034,419129,4,29,1
2035,419129,4,33,8
2036,419129,4,64,23
2037,419129,4,67,8
2038,419129,4,77,0
2039,419129,4,161,25
2040,419129,4,214,35
2041,419129,4,233,2
2042,419129,4,234,0
2043,419129,5,31,28
2044,419129,5,183,13
2045,419129,5,212,1
2046,419129,5,224,41
2047,419129,5,229,45
2048,419129,5,230,45
2049,419130,3,17,8
2050,419130,3,18,20
2051,419130,3,21,83
2052,419130,3,23,55
2053,419130,7,42,56
2054,419130,7,71,11
2055,419130,7,79,2
2056,419130,7,133,72
2057,419130,7,209,5
2058,419130,7,210,1
2059,419130,7,221,20
2060,419131,5,31,73
2061,419131,5,183,14
2062,419131,5,224,45
2063,419131,5,229,8
2064,419131,8,53,1
2065,419131,8,54,2
2066,419131,8,55,10
2067,419131,8,56,22
2068,419131,8,57,49
2069,419131,8,60,8
2070,419131,8,61,1
2071,419131,8,97,25
2072,419131,8,178,9
2073,419131,8,235,10
2074,419132,1,1,50
2075,419132,1,4,3
2076,419132,1,87,75
2077,419132,1,162,14
2078,419132,1,191,19
2079,419132,1,236,4
2080,419132,4,24,17
2081,419132,4,26,30
2082,419132,4,27,24
2083,419132,4,29,22
2084,419132,4,64,16
2085,419132,4,66,7
2086,419132,4,161,0
2087,419132,4,214,22
2088,419133,2,6,1
2089,419133,2,8,38
2090,419133,2,9,27
2091,419133,2,11,2
2092,419133,2,14,0
2093,419133,2,46,15
2094,419133,2,81,2
2095,419133,2,94,8
2096,419133,2,96,39
2097,419133,2,124,1
2098,419133,2,216,17
2099,419133,6,41,12
2100,419133,6,88,17
2101,419133,6,110,45
2102,419133,6,187,33
2103,419133,6,198,18
2104,419133,6,237,50
2105,419134,3,18,19
2106,419134,3,20,21
2107,419134,3,21,14
2108,419134,3,23,25
2109,419134,3,109,28
2110,419134,3,156,2
2111,419134,3,185,42
2112,419134,3,239,3
2113,419134,5,31,8
2114,419134,5,183,80
2115,419134,5,211,11
2116,419134,5,212,5
2117,419134,5,224,30
2118,419134,5,226,2
2119,419134,5,229,17
2120,419134,5,230,20
2121,419134,5,238,1
2122,419135,7,42,8
2123,419135,7,50,49
2124,419135,7,71,23
2125,419135,7,79,4
2126,419135,7,133,55
2127,419135,7,208,6
2128,419135,7,209,3
2129,419135,7,210,13
2130,419135,7,221,1
2131,419135,8,53,0
2132,419135,8,54,7
2133,419135,8,56,1
2134,419135,8,57,45
2135,419135,8,61,1
2136,419135,8,97,27
2137,419135,8,178,15
2138,419135,8,206,1
2139,419135,8,231,13
2140,419135,8,240,10
2141,419136,1,1,5
2142,419136,1,4,29
2143,419136,1,62,20
2144,419136,1,82,17
2145,419136,1,83,1
2146,419136,1,87,0
2147,419136,1,162,30
2148,419136,1,191,24
2149,419136,1,236,0
2150,419136,1,242,0
2151,419136,6,40,1
2152,419136,6,41,8
2153,419136,6,88,0
2154,419136,6,187,107
2155,419136,6,237,4
2156,419136,6,241,53
2157,419137,4,24,1
2158,419137,4,27,2
2159,419137,4,29,18
2160,419137,4,64,20
2161,419137,4,66,3
2162,419137,4,67,22
2163,419137,4,100,57
2164,419137,4,161,1
2165,419137,4,214,11
2166,419137,4,234,1
2167,419137,4,243,6
2168,419137,7,42,50
2169,419137,7,50,1
2170,419137,7,71,8
2171,419137,7,79,31
2172,419137,7,133,11
2173,419137,7,208,9
2174,419137,7,209,17
2175,419137,7,221,20
2176,419138,2,8,34
2177,419138,2,9,52
2178,419138,2,10,21
2179,419138,2,46,21
2180,419138,2,96,5
2181,419138,2,158,23
2182,419138,3,18,12
2183,419138,3,20,14
2184,419138,3,21,40
2185,419138,3,23,7
2186,419138,3,109,1
2187,419138,3,185,78
2188,419139,5,31,24
2189,419139,5,38,0
2190,419139,5,39,7
2191,419139,5,183,27
2192,419139,5,211,2
2193,419139,5,212,20
2194,419139,5,224,0
2195,419139,5,226,12
2196,419139,5,229,0
2197,419139,5,230,15
2198,419139,5,238,11
2199,419139,6,40,43
2200,419139,6,41,19
2201,419139,6,88,69
2202,419139,6,187,4
2203,419139,6,198,14
2204,419139,6,237,10
2205,419139,6,241,16
2206,419140,1,1,88
2207,419140,1,4,31
2208,419140,1,62,10
2209,419140,1,82,8
2210,419140,1,87,5
2211,419140,1,162,4
2212,419140,1,191,4
2213,419140,1,203,17
2214,419140,8,53,9
2215,419140,8,56,45
2216,419140,8,57,2
2217,419140,8,97,50
2218,419140,8,178,15
2219,419140,8,231,29
2220,419141,2,8,42
2221,419141,2,9,9
2222,419141,2,10,6
2223,419141,2,46,22
2224,419141,2,96,29
2225,419141,2,158,66
2226,419141,4,26,45
2227,419141,4,27,36
2228,419141,4,29,16
2229,419141,4,66,1
2230,419141,4,100,2
2231,419141,4,161,42
2232,419141,4,214,28
2233,419142,3,18,34
2234,419142,3,20,0
2235,419142,3,21,13
2236,419142,3,23,4
2237,419142,3,109,62
2238,419142,3,185,127
2239,419142,5,31,4
2240,419142,5,32,60
2241,419142,5,169,2
2242,419142,5,183,94
2243,419142,5,211,7
2244,419142,5,224,37
2245,419142,5,229,4
2246,419143,7,42,14
2247,419143,7,71,2
2248,419143,7,79,44
2249,419143,7,133,35
2250,419143,7,208,55
2251,419143,7,221,21
2252,419143,8,53,19
2253,419143,8,55,4
2254,419143,8,56,21
2255,419143,8,57,11
2256,419143,8,97,17
2257,419143,8,131,2
2258,419143,8,178,11
2259,419143,8,188,13
2260,419143,8,206,0
2261,419143,8,231,5
2262,419143,8,235,5
2263,419144,1,1,36
2264,419144,1,4,11
2265,419144,1,87,35
2266,419144,1,162,88
2267,419144,1,191,17
2268,419144,4,26,38
2269,419144,4,27,33
2270,419144,4,64,110
2271,419144,4,214,18
2272,419145,2,6,14
2273,419145,2,8,13
2274,419145,2,9,54
2275,419145,2,10,4
2276,419145,2,46,12
2277,419145,2,52,22
2278,419145,2,81,3
2279,419145,2,124,1
2280,419145,2,158,16
2281,419145,2,181,1
2282,419145,2,244,5
2283,419145,6,40,1
2284,419145,6,41,35
2285,419145,6,88,6
2286,419145,6,175,19
2287,419145,6,187,33
2288,419145,6,237,7
2289,419145,6,241,75
2290,419146,5,31,5
2291,419146,5,32,58
2292,419146,5,38,1
2293,419146,5,39,9
2294,419146,5,169,0
2295,419146,5,183,1
2296,419146,5,190,7
2297,419146,5,211,11
2298,419146,5,224,15
2299,419146,5,229,36
2300,419146,5,245,4
2301,419146,8,53,30
2302,419146,8,55,6
2303,419146,8,56,15
2304,419146,8,57,73
2305,419146,8,61,3
2306,419146,8,147,4
2307,419146,8,172,2
2308,419146,8,188,1
2309,419146,8,205,9
2310,419147,3,18,35
2311,419147,3,19,14
2312,419147,3,20,31
2313,419147,3,21,23
2314,419147,3,23,30
2315,419147,3,185,14
2316,419147,7,42,16
2317,419147,7,50,33
2318,419147,7,71,2
2319,419147,7,79,14
2320,419147,7,133,45
2321,419147,7,208,3
2322,419147,7,209,4
2323,419147,7,210,1
2324,419147,7,221,5
2325,419147,7,246,4
2326,419148,4,26,9
2327,419148,4,27,28
2328,419148,4,29,24
2329,419148,4,64,44
2330,419148,4,67,10
2331,419148,4,161,8
2332,419148,4,214,20
2333,419148,4,228,1
2334,419148,5,31,21
2335,419148,5,183,44
2336,419148,5,224,83
2337,419149,1,1,56
2338,419149,1,2,6
2339,419149,1,87,26
2340,419149,1,162,40
2341,419149,1,191,46
2342,419149,6,40,47
2343,419149,6,41,64
2344,419149,6,88,20
2345,419149,6,89,2
2346,419149,6,90,2
2347,419149,6,136,4
2348,419149,6,175,12
2349,419149,6,187,0
2350,419149,6,237,5
2351,419149,6,241,2
2352,419150,2,6,26
2353,419150,2,8,58
2354,419150,2,9,68
2355,419150,2,10,13
2356,419150,2,46,2
2357,419150,2,52,1
2358,419150,2,96,1
2359,419150,8,53,32
2360,419150,8,56,53
2361,419150,8,57,6
2362,419150,8,178,78
2363,419150,8,231,9
2364,419151,4,26,56
2365,419151,4,27,15
2366,419151,4,29,15
2367,419151,4,64,31
2368,419151,4,227,33
2369,419151,4,247,4
2370,419151,7,15,0
2371,419151,7,42,2
2372,419151,7,50,9
2373,419151,7,79,4
2374,419151,7,133,29
2375,419151,7,154,35
2376,419151,7,208,33
2377,419151,7,209,20
2378,419151,7,210,0
2379,419151,7,221,18
2380,419152,3,18,19
2381,419152,3,19,8
2382,419152,3,20,7
2383,419152,3,21,52
2384,419152,3,23,6
2385,419152,3,156,8
2386,419152,3,185,23
2387,419152,3,201,5
2388,419152,3,248,2
2389,419152,8,53,7
2390,419152,8,56,27
2391,419152,8,57,8
2392,419152,8,147,13
2393,419152,8,178,55
2394,419152,8,231,21
2395,419153,1,1,33
2396,419153,1,2,45
2397,419153,1,62,13
2398,419153,1,82,6
2399,419153,1,84,0
2400,419153,1,87,0
2401,419153,1,106,0
2402,419153,1,162,34
